Crime Type,Crime Subtype,Crime Description,Crime Severity,Crime Status,Location,Area/Neighborhood,City,State/Region,Country,Location Type,Date,Time,Day of the Week,Season,Duration,Victim Name,Victim Age,Victim Gender,Victim Contact Information,Victim Statement,Injuries Sustained,Property Lost/Damaged,Suspect Name,Suspect Age,Suspect Gender,Suspect Description,Suspect Criminal History,Suspect Modus Operandi,Number of Suspects,Witness Name,Witness Statement,Witness Contact Information,Evidence Type,Evidence Description,Evidence Collection Date,Evidence Location,Arrests Made,Charges Filed,Method of Entry,Weapons Used,Tools Used,Escape Route,Monetary Loss,Motive,Crime Pattern,Gang Involvement,Terrorism Link,Media Coverage,Public Alert Issued,Social Media Activity,Source of Information,Confidentiality Level,Tags/Keywords
Financial Crimes,Money Laundering,Libero cupiditate quaerat illum quo nisi unde minus sed eligendi ipsum maiores delectus.,Moderate,Under Investigation,"74
Kaul Path
Anantapuram-698379",Karimnagar,Ludhiana,Punjab,India,Public Space,1990-11-04,15:53:02,Wednesday,Autumn,113 minutes,Ritvik Grover,56,Other,885574472,"Our and the methods of the softness of the just, which you encounter the times who have been selected for the least to obtain, or the fault of the environment of life.",Minor bruises,Jewelry worth Rs. 2 lakhs stolen,Advik Sharaf,18,Female,Et optio harum adipisci laudantium eligendi voluptatem veniam recusandae doloremque officiis odio ad. Wearing a black hoodie and had a scar on the left cheek.,Multiple cases of fraud pending,Hacked into bank accounts,2,Sana Mani,Flight rejects and the time of the greater architect to be welcome to us any pain from the pain of the pain.,2921867456,DNA Sample,CCTV footage showing the suspect,1970-01-10,"H.No. 98
Lala Street, Varanasi-910116",Yes,Arrested and charged for human trafficking,Forced Entry,,Hacking Software,Fled on a stolen bike,Rs. 67741,Financial Gain,No,Yes,No,Yes,Yes,No,Police Report,Classified,money laundering
Assault,Physical Assault,Rem nostrum iure veritatis dolorem placeat sed nostrum voluptate laborum magni tenetur suscipit sapiente esse molestias deserunt.,Moderate,Solved,"09/43
Chana Zila
Fatehpur-779409",Gandhinagar,Ludhiana,Punjab,India,Public Space,2012-01-13,20:20:05,Sunday,Autumn,30 minutes,Kismat Kannan,22,Female,1068694236,The inventor is easy to hate them to be prepared to obtain their services.,Burn injuries,Car windshield broken,Hrishita Dixit,30,Other,Id minima inventore pariatur nihil numquam minima voluptatem eveniet repellat. Wearing a black hoodie and had a scar on the left cheek.,Previously arrested for burglary,Used a stolen car for escape,3,Biju Kanda,And when he shall be a just one to escape the wise man is bound to be avoided here.,912225097388,Weapon,CCTV footage showing the suspect,2001-05-04,"35/79
Chokshi Path, Jorhat-972960",No,Under IPC 302 for murder,Unlocked Door,Knife,Lockpick,Left the country using a fake passport,Rs. 178070,Personal Vendetta,No,No,No,No,No,Yes,Witness Account,Classified,physical assault
Terrorism,Terrorist Attack,Ex nobis dolores iure ipsum a earum excepturi doloremque repellat nostrum fuga molestias dolore reprehenderit beatae facilis sequi rem sit cupiditate illo dolorem reiciendis provident in.,Moderate,Solved,"H.No. 893, Tandon Chowk
Davanagere-478911",Jehanabad,Ludhiana,Punjab,India,Residential,1975-09-26,06:11:54,Friday,Autumn,40 minutes,Rania Sen,23,Other,7967086206,The pleasure of choosing some in the assuming of the necessities of the presence of the presence of the presence of the presence of the most accusing the most consequent.,Burn injuries,Laptop and cash stolen,Gokul Bhavsar,39,Male,Numquam veritatis eaque optio voluptates animi eligendi omnis blanditiis perspiciatis ratione sapiente. Wearing a black hoodie and had a scar on the left cheek.,Suspected involvement in local gang,Used a stolen car for escape,4,Dharmajan Ghosh,Blessed be the most important and the most regular and the most of the most businesses of the consumer of the things that are the most of the pain.,1198273868,Fingerprint,Hacked emails with transaction details,1985-01-28,"41, Tandon Marg, Asansol-558997",No,Bailable offense under IPC 420,Forced Entry,Blunt Object,,Fled on a stolen bike,Rs. 34330,Gang Rivalry,Yes,No,Yes,No,Yes,Yes,Witness Account,Public,terrorist attack
Murder/Homicide,Manslaughter,Maiores praesentium eligendi ea quod id odio reiciendis possimus non ab eum repudiandae veniam et veritatis voluptatum culpa nam veniam quaerat distinctio commodi magni debitis.,Severe,Solved,"09, Mandal Chowk
Tiruvottiyur 210366",Davanagere,Ludhiana,Punjab,India,Residential,1985-02-23,17:11:23,Saturday,Winter,69 minutes,Abram Dhaliwal,19,Male,7891459075,"The labor of hates the labor of the inventor of the inventor of the things of his will I will come to provide them with nothing, nothing is nothing, all or services.",Multiple stab wounds,House ransacked,Hridaan Tripathi,18,Female,Eaque ullam adipisci odit quos commodi sint. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Broke in through the backdoor,1,Aradhya Bumb,It will be the finder which is to open any distressions of all pleasures.,919676692529,Weapon,CCTV footage showing the suspect,2000-12-06,"06/06, Devi Nagar, Lucknow-882545",Yes,Case registered under cybercrime act,Security Breach,Knife,Lockpick,Ran into a crowded market,Rs. 312113,Gang Rivalry,Yes,No,Yes,Yes,Yes,No,Police Report,Restricted,manslaughter
Organized Crime,Gang Activity,Nesciunt ea quibusdam tenetur minima ut temporibus voluptas voluptate impedit est adipisci similique corrupti reprehenderit asperiores quidem amet quo fuga nesciunt.,Minor,Reported,"25
Bajwa Path
Ludhiana 985847",Bikaner,Ludhiana,Punjab,India,Public Space,2000-04-05,06:55:26,Tuesday,Winter,108 minutes,Rania Deo,49,Female,916697684709,There is no obstacle to the truth from the responsibility of any painful distinction to follow the duties at and unless driven worse.,Fractured arm,House ransacked,Farhan Som,32,Other,Iure accusamus dolor aut soluta a pariatur suscipit perspiciatis non amet necessitatibus. Wearing a black hoodie and had a scar on the left cheek.,Convicted for assault in 2018,Used fake IDs to commit fraud,1,Vanya Deshpande,I was born to criticize the physical or painful pain to accuse the laborious flight pleasures to follow the architect to encounter the pleasure of accusing any.,4347119005,Fingerprint,CCTV footage showing the suspect,1990-11-12,"02/178
Sarin Chowk, Begusarai-648594",No,Under IPC 302 for murder,Security Breach,Blunt Object,,Escaped using a fake taxi,Rs. 276555,Personal Vendetta,No,No,Yes,Yes,No,No,Witness Account,Public,gang activity
Robbery,Armed Robbery,Consequuntur quia quo unde aperiam accusantium ea nisi praesentium ex dolorem natus hic veritatis aliquam cumque.,Moderate,Closed,"470
Talwar, Rampur-358879",Dhule,Ludhiana,Punjab,India,Commercial,2017-04-05,00:10:02,Saturday,Monsoon,38 minutes,Raghav Halder,56,Male,1099638921,And they are in the following statements and pain option is not corrupt services to what.,Fractured arm,Laptop and cash stolen,Purab Dani,45,Female,Voluptas et natus aperiam iste ipsum eaque atque qui necessitatibus illo. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Broke in through the backdoor,1,Bhavin Dutta,The pain of the painful distinction of error or accusation will be an error that the pain of the times prosecutors are to be prepared as never pain.,917589944309,CCTV Footage,Fingerprints found on the crime scene,1983-07-01,"169
Aurora Nagar, Ghaziabad 882020",No,Charged under IPC 392 for robbery,Security Breach,Gun,Hacking Software,Boarded a train to another city,Rs. 183060,Financial Gain,Yes,Yes,Yes,Yes,No,Yes,Police Report,Classified,armed robbery
Rioting,Political Riot,Repellat voluptatum officiis provident quasi voluptatum odit ad vel unde suscipit neque vitae accusamus fugit itaque consequuntur fugit sapiente atque odio.,Moderate,Solved,"H.No. 772
Raval Circle, Gaya-463125",North Dumdum,Ludhiana,Punjab,India,Commercial,2006-03-25,20:21:32,Saturday,Summer,91 minutes,Kashvi Swamy,49,Other,3055195018,"It takes us to be avoided, praise or further easily, from which the result of the labor of the turmoil of these things.",Gunshot wound,Jewelry worth Rs. 2 lakhs stolen,Nitara Yohannan,41,Other,Distinctio consequuntur excepturi ut deleniti rerum culpa commodi rem cupiditate nisi eveniet dignissimos nobis mollitia sequi. Wearing a black hoodie and had a scar on the left cheek.,Convicted for assault in 2018,Hacked into bank accounts,4,Hiran Cherian,"Incident to them, for the most corrupt to an architect of the matter of the offices, so the choice of the right, which rejects the truth of the pain.",912748780648,DNA Sample,CCTV footage showing the suspect,1982-01-10,"46/445, Chaudhary
Mangalore 192540",Yes,Arrested and charged for human trafficking,Unlocked Door,Knife,Hacking Software,Escaped using a fake taxi,Rs. 339865,Personal Vendetta,No,Yes,Yes,Yes,Yes,No,Police Report,Classified,political riot
Kidnapping/Abduction,Hostage Situation,Aliquam asperiores inventore ullam error aut rem aspernatur totam cumque in praesentium minus molestias quaerat sed.,Moderate,Solved,"71
Sha Path
Davanagere-849074",Nagercoil,Ludhiana,Punjab,India,Public Space,2011-05-18,22:20:05,Monday,Autumn,14 minutes,Kimaya Shroff,21,Other,8886783416,"The offices of the fault here, he wants to reject the entire or pleasure of the most.",Multiple stab wounds,Shop looted overnight,Tejas Choudhary,19,Female,Error ipsam incidunt quasi quibusdam atque minus. Wearing a black hoodie and had a scar on the left cheek.,Suspected involvement in local gang,Threatened victims with a knife,4,Samar Balasubramanian,"Hatred methods and the smallest of us the advantage of the other, and the more softness.",7293708875,Fingerprint,Witness video recording,2012-08-20,"88/98
Krishnamurthy Nagar, Alappuzha-991116",No,Arrested and charged for human trafficking,Forced Entry,Blunt Object,Lockpick,Boarded a train to another city,Rs. 112983,Personal Vendetta,Yes,No,No,Yes,No,Yes,Police Report,Classified,hostage situation
Gang Violence,Gang Clash,Ipsam eos saepe ipsum voluptas voluptate temporibus aperiam deserunt occaecati maiores assumenda nihil ullam accusamus voluptatibus repellat in corporis minus expedita magni fugit nisi itaque molestiae temporibus.,Severe,Under Investigation,"21/14
Bava Ganj, Hindupur 187410",Bangalore,Ludhiana,Punjab,India,Residential,2007-08-08,03:58:39,Friday,Summer,21 minutes,Yakshit Bail,45,Male,5392176589,"Free no discomfort to ask for easy leading accepted times or less pleasures of the pleasures of these difficulties, the laborious pleasures.",Fractured arm,Bike set on fire,Zoya Ganesh,20,Other,Nihil atque nemo minima magnam dolore quam deserunt rerum sunt ipsam rem. Wearing a black hoodie and had a scar on the left cheek.,Previously arrested for burglary,Threatened victims with a knife,5,Indrajit Kaul,Facilis aspernatur ullam atque omnis inventore consectetur tenetur ad sed ratione minus esse porro.,5929713862,Weapon,CCTV footage showing the suspect,2021-10-25,"87/76, Bajaj Marg, Akola 551320",Yes,Charged under IPC 392 for robbery,Security Breach,Gun,Lockpick,Ran into a crowded market,Rs. 355934,Gang Rivalry,No,No,Yes,No,No,Yes,Police Report,Classified,gang clash
Robbery,Unarmed Robbery,Atque aperiam nam modi in ratione cupiditate aut porro maxime magni ut porro architecto ab ut in velit consectetur alias.,Moderate,Reported,"720, Ghose, Khammam-657189",Latur,Ludhiana,Punjab,India,Commercial,2012-07-22,02:41:00,Sunday,Winter,86 minutes,Siya Lata,42,Female,916309910245,Its itself is that to follow the benefit of a great reputation or to follow.,Burn injuries,Bike set on fire,Priyansh Kaul,37,Other,Et quis error asperiores consequatur error vitae corrupti totam. Wearing a black hoodie and had a scar on the left cheek.,Suspected involvement in local gang,Hacked into bank accounts,2,Jivika Kar,Extremely we can repudiate the delectation of the pain of the pain of the flight of the pain itself to be pleased to be to be something beneficial.,916125350659,Fingerprint,Fingerprints found on the crime scene,1978-01-06,"89/50, Ben Ganj, Latur-207396",No,Charged under IPC 392 for robbery,Forced Entry,Gun,Hacking Software,Fled on a stolen bike,Rs. 124782,Personal Vendetta,No,No,Yes,Yes,Yes,Yes,Victim Statement,Public,unarmed robbery
Gang Violence,Rival Attack,Suscipit hic enim totam quae ullam quae iste accusamus occaecati suscipit veniam ut aut ullam necessitatibus atque autem quasi voluptatem minima dolorum amet ex ipsum ut veniam.,Minor,Under Investigation,"08/51, Tiwari Street, Agartala 964614",Orai,Ludhiana,Punjab,India,Residential,1998-02-09,05:47:11,Saturday,Winter,82 minutes,Ehsaan Barad,46,Female,914663257230,"The present deleniti encounter at the consectetur, indeed, but the pleasures of itself, but indeed, whom the greater architect to do or.",Gunshot wound,House ransacked,Hansh Trivedi,40,Male,Autem consequuntur quaerat impedit debitis quos voluptas accusamus vel cumque nam repellendus quidem. Wearing a black hoodie and had a scar on the left cheek.,Wanted in two states,Threatened victims with a knife,5,Akarsh Dass,The accusation of the desire of the pleasures of these things to be the pain accepted to be accepted by the desire of the pleasures of the.,570440431,DNA Sample,Bank statements proving embezzlement,2013-10-29,"27/80
Soman, Karimnagar-148936",No,Bailable offense under IPC 420,Forced Entry,,Lockpick,Fled on a stolen bike,Rs. 51811,Financial Gain,Yes,No,No,No,No,No,Police Report,Classified,rival attack
Terrorism,Terrorist Attack,Harum dolores nulla dolorum blanditiis corrupti id voluptatibus quos error quis corrupti exercitationem nam dignissimos laudantium neque occaecati optio.,Minor,Solved,"H.No. 081, Raja Nagar
Akola-509569",Asansol,Ludhiana,Punjab,India,Residential,1986-01-28,12:12:22,Wednesday,Monsoon,34 minutes,Divij Bala,30,Other,915524492980,"The option of the time they do not know the blessed things will never make by the painful tiny, which is a fault, no snacks of some of them is not just.",Head injury,Bike set on fire,Ivana Deol,19,Other,Distinctio maxime animi architecto cumque iste sunt impedit unde. Wearing a black hoodie and had a scar on the left cheek.,No prior criminal record,Used fake IDs to commit fraud,1,Anay Sarna,"I will come in advantageous or corrupt him, nor is it to be any discomfort is to obtain any attaining present.",912263470061,CCTV Footage,Witness video recording,1980-08-13,"391, Chadha
Avadi-700311",Yes,No charges filed yet,Security Breach,Blunt Object,Hacking Software,Escaped using a fake taxi,Rs. 22613,Gang Rivalry,Yes,No,Yes,No,Yes,No,Victim Statement,Classified,terrorist attack
Property Crime,Vandalism,Velit aliquid quae modi vel veniam repellendus nam dignissimos fugit earum culpa provident est repudiandae labore dicta fuga vel nostrum unde cumque ex quidem dolor.,Severe,Reported,"H.No. 45, Jani Nagar, Bhind-678673",Pallavaram,Ludhiana,Punjab,India,Public Space,1985-01-30,18:55:31,Saturday,Summer,96 minutes,Siya Mand,50,Female,876119032,When they fall in the most consumer to obtain no pleasure in the case of the incident hates that the greater life receives the needs.,Fractured arm,Shop looted overnight,Hridaan Varghese,36,Female,Similique commodi voluptatum beatae perferendis laborum consequuntur fugit. Wearing a black hoodie and had a scar on the left cheek.,Convicted for assault in 2018,Used a stolen car for escape,5,Taran Shenoy,"Now, they follow some of these things, the entire mind of these pleasure result.",2878449788,Fingerprint,Bank statements proving embezzlement,2020-04-26,"H.No. 050, Khatri Circle
Pallavaram 726262",Yes,Under IPC 302 for murder,Forced Entry,Blunt Object,,Left the country using a fake passport,Rs. 491183,Financial Gain,No,No,Yes,Yes,Yes,Yes,Police Report,Public,vandalism
Rioting,Public Disturbance,Magni omnis omnis ratione consectetur ad impedit eius enim itaque at impedit distinctio non ipsum ut ab molestiae consectetur excepturi temporibus ducimus aliquam deserunt rem.,Moderate,Reported,"922
Dash Zila
Kanpur 519988",Aizawl,Ludhiana,Punjab,India,Public Space,2011-09-17,13:04:08,Sunday,Winter,106 minutes,Yakshit Ramachandran,24,Female,910230865781,"Lead the most tiny no particular accusation itself, no one criticized to be rejected by no means to abandon or avoided or avoided or avoided.",Fractured arm,House ransacked,Shalv Gandhi,32,Male,Enim maxime doloremque possimus cupiditate labore a porro at consectetur animi. Wearing a black hoodie and had a scar on the left cheek.,Previously arrested for burglary,Threatened victims with a knife,2,Navya Brar,"Therefore, no one encounter the election of the more flight, the pain of the pain, indeed, the pain of the elevation of the flight, indeed, the pain which is.",3283803507,Fingerprint,Witness video recording,1973-07-10,"38
Bhatt Ganj, Warangal-583134",No,Charged under IPC 392 for robbery,Unlocked Door,,,Ran into a crowded market,Rs. 347735,Gang Rivalry,Yes,Yes,Yes,Yes,Yes,Yes,Police Report,Restricted,public disturbance
